MENTION;MENTION (AR);CODE;SEMESTRE;SESSION;FILIERE;VERSION;CODE ETUDES
DROIT DES AFFAIRES;;AFA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEAAFAAS5
DROIT DES AFFAIRES;;AFA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEAAFAPS6
DROIT DES AFFAIRES;;AFF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFAFFAS5
DROIT DES AFFAIRES;;AFF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFAFFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFTCPS4
ECONOMIE;«·«ﬁ ’«œ ;ECO;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGECOAS5
ECONOMIE;«·«ﬁ ’«œ;ECO;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGECOPS6
ECONOMIE ET GESTION;;EEG;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGEEGAS5
ECONOMIE ET GESTION;;EEG;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGEEGPS6
GESTION;«· œ»Ì—;GES;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGGESAS5
GESTION;«· œ»Ì—;GES;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGGESPS6
DROIT PRIVE;;PRA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEAPRAAS5
DROIT PRIVE;;PRA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEAPRAPS6
DROIT PRIVE;;PRF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFPRFAS5
DROIT PRIVE;;PRF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFPRFPS6
DROIT PUBLIC;;PUA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEAPUAAS5
DROIT PUBLIC;;PUA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 14;LFV14DEAPUAPS6
DROIT PUBLIC;;PUF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFPUFAS5
DROIT PUBLIC;;PUF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 14;LFV14DEFPUFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 14;LFV14SEGTCPS4
DROIT DES AFFAIRES;;AFA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEAAFAAS5
DROIT DES AFFAIRES;;AFA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEAAFAPS6
DROIT DES AFFAIRES;;AFF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFAFFAS5
DROIT DES AFFAIRES;;AFF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFAFFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFTCPS4
ECONOMIE;;ECO;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGECOAS5
ECONOMIE;;ECO;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGECOPS6
ECONOMIE ET GESTION;;EEG;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGEEGAS5
ECONOMIE ET GESTION;;EEG;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGEEGPS6
GESTION;;GES;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGGESAS5
GESTION;;GES;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGGESPS6
DROIT PRIVE;;PRA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEAPRAAS5
DROIT PRIVE;;PRA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEAPRAPS6
DROIT PRIVE;;PRF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFPRFAS5
DROIT PRIVE;;PRF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFPRFPS6
DROIT PUBLIC;;PUA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEAPUAAS5
DROIT PUBLIC;;PUA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 15;LFV15DEAPUAPS6
DROIT PUBLIC;;PUF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFPUFAS5
DROIT PUBLIC;;PUF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 15;LFV15DEFPUFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 15;LFV15SEGTCPS4
DROIT DES AFFAIRES;;AFA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEAAFAAS5
DROIT DES AFFAIRES;;AFA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEAAFAPS6
DROIT DES AFFAIRES;;AFF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFAFFAS5
DROIT DES AFFAIRES;;AFF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFAFFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFTCPS4
ECONOMIE;;ECO;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGECOAS5
ECONOMIE;;ECO;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGECOPS6
ECONOMIE ET GESTION;;EEG;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGEEGAS5
ECONOMIE ET GESTION;;EEG;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGEEGPS6
GESTION;;GES;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGGESAS5
GESTION;;GES;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGGESPS6
DROIT PRIVE;;PRA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEAPRAAS5
DROIT PRIVE;;PRA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEAPRAPS6
DROIT PRIVE;;PRF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFPRFAS5
DROIT PRIVE;;PRF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFPRFPS6
DROIT PUBLIC;;PUA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEAPUAAS5
DROIT PUBLIC;;PUA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 16;LFV16DEAPUAPS6
DROIT PUBLIC;;PUF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFPUFAS5
DROIT PUBLIC;;PUF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 16;LFV16DEFPUFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 16;LFV16SEGTCPS4
DROIT DES AFFAIRES;;AFA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEAAFAAS5
DROIT DES AFFAIRES;;AFA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEAAFAPS6
DROIT DES AFFAIRES;;AFF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFAFFAS5
DROIT DES AFFAIRES;;AFF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFAFFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFTCPS4
ECONOMIE;;ECO;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGECOAS5
ECONOMIE;;ECO;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGECOPS6
ECONOMIE ET GESTION;;EEG;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGEEGAS5
ECONOMIE ET GESTION;;EEG;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGEEGPS6
GESTION;;GES;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGGESAS5
GESTION;;GES;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGGESPS6
DROIT PRIVE;;PRA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEAPRAAS5
DROIT PRIVE;;PRA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEAPRAPS6
DROIT PRIVE;;PRF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFPRFAS5
DROIT PRIVE;;PRF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFPRFPS6
DROIT PUBLIC;;PUA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEAPUAAS5
DROIT PUBLIC;;PUA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 17;LFV17DEAPUAPS6
DROIT PUBLIC;;PUF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFPUFAS5
DROIT PUBLIC;;PUF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 17;LFV17DEFPUFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 17;LFV17SEGTCPS4
DROIT DES AFFAIRES;;AFA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEAAFAAS5
DROIT DES AFFAIRES;;AFA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEAAFAPS6
DROIT DES AFFAIRES;;AFF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFAFFAS5
DROIT DES AFFAIRES;;AFF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFAFFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFTCPS4
ECONOMIE;«·«ﬁ ’«œ;ECO;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGECOAS5
ECONOMIE;«·«ﬁ ’«œ;ECO;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGECOPS6
ECONOMIE ET GESTION;;EEG;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGEEGAS5
ECONOMIE ET GESTION;;EEG;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGEEGPS6
GESTION;;GES;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGGESAS5
GESTION;;GES;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGGESPS6
DROIT PRIVE;;PRA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEAPRAAS5
DROIT PRIVE;;PRA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEAPRAPS6
DROIT PRIVE;;PRF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFPRFAS5
DROIT PRIVE;;PRF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFPRFPS6
DROIT PUBLIC;;PUA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEAPUAAS5
DROIT PUBLIC;;PUA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 18;LFV18DEAPUAPS6
DROIT PUBLIC;;PUF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFPUFAS5
DROIT PUBLIC;;PUF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 18;LFV18DEFPUFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 18;LFV18SEGTCPS4
DROIT DES AFFAIRES;;AFA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEAAFAAS5
DROIT DES AFFAIRES;;AFA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEAAFAPS6
DROIT DES AFFAIRES;;AFF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFAFFAS5
DROIT DES AFFAIRES;;AFF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFAFFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFTCPS4
ECONOMIE;«·«ﬁ ’«œ;ECO;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGECOAS5
ECONOMIE;«·«ﬁ ’«œ;ECO;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGECOPS6
ECONOMIE ET GESTION;;EEG;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGEEGAS5
ECONOMIE ET GESTION;;EEG;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGEEGPS6
GESTION;;GES;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGGESAS5
GESTION;;GES;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGGESPS6
DROIT PRIVE;;PRA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEAPRAAS5
DROIT PRIVE;;PRA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEAPRAPS6
DROIT PRIVE;;PRF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFPRFAS5
DROIT PRIVE;;PRF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFPRFPS6
DROIT PUBLIC;;PUA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEAPUAAS5
DROIT PUBLIC;;PUA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 19;LFV19DEAPUAPS6
DROIT PUBLIC;;PUF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFPUFAS5
DROIT PUBLIC;;PUF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 19;LFV19DEFPUFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 19;LFV19SEGTCPS4
DROIT DES AFFAIRES;;AFA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 20;LFV20DEAAFAAS5
DROIT DES AFFAIRES;;AFA;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 20;LFV20DEAAFAPS6
DROIT DES AFFAIRES;;AFF;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 20;LFV20DEFAFFAS5
DROIT DES AFFAIRES;;AFF;SEMESTRE 6;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 20;LFV20DEFAFFPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 20;LFV20DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 20;LFV20DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 20;LFV20DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 20;LFV20DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 20;LFV20DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 20;LFV20DEFTCPS2
